id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	MT-CD45-|MT-CD45-	MT-CD45-|MT-Lymphoid-B	MT-CD45-|MT-Lymphoid-T-NK	MT-CD45-|MT-MAST	MT-CD45-|MT-Myeloid	MT-CD45-|PT-CD45-	MT-CD45-|PT-Lymphoid-B	MT-CD45-|PT-Lymphoid-T-NK	MT-CD45-|PT-MAST	MT-CD45-|PT-Myeloid	MT-Lymphoid-B|MT-CD45-	MT-Lymphoid-B|MT-Lymphoid-B	MT-Lymphoid-B|MT-Lymphoid-T-NK	MT-Lymphoid-B|MT-MAST	MT-Lymphoid-B|MT-Myeloid	MT-Lymphoid-B|PT-CD45-	MT-Lymphoid-B|PT-Lymphoid-B	MT-Lymphoid-B|PT-Lymphoid-T-NK	MT-Lymphoid-B|PT-MAST	MT-Lymphoid-B|PT-Myeloid	MT-Lymphoid-T-NK|MT-CD45-	MT-Lymphoid-T-NK|MT-Lymphoid-B	MT-Lymphoid-T-NK|MT-Lymphoid-T-NK	MT-Lymphoid-T-NK|MT-MAST	MT-Lymphoid-T-NK|MT-Myeloid	MT-Lymphoid-T-NK|PT-CD45-	MT-Lymphoid-T-NK|PT-Lymphoid-B	MT-Lymphoid-T-NK|PT-Lymphoid-T-NK	MT-Lymphoid-T-NK|PT-MAST	MT-Lymphoid-T-NK|PT-Myeloid	MT-MAST|MT-CD45-	MT-MAST|MT-Lymphoid-B	MT-MAST|MT-Lymphoid-T-NK	MT-MAST|MT-MAST	MT-MAST|MT-Myeloid	MT-MAST|PT-CD45-	MT-MAST|PT-Lymphoid-B	MT-MAST|PT-Lymphoid-T-NK	MT-MAST|PT-MAST	MT-MAST|PT-Myeloid	MT-Myeloid|MT-CD45-	MT-Myeloid|MT-Lymphoid-B	MT-Myeloid|MT-Lymphoid-T-NK	MT-Myeloid|MT-MAST	MT-Myeloid|MT-Myeloid	MT-Myeloid|PT-CD45-	MT-Myeloid|PT-Lymphoid-B	MT-Myeloid|PT-Lymphoid-T-NK	MT-Myeloid|PT-MAST	MT-Myeloid|PT-Myeloid	PT-CD45-|MT-CD45-	PT-CD45-|MT-Lymphoid-B	PT-CD45-|MT-Lymphoid-T-NK	PT-CD45-|MT-MAST	PT-CD45-|MT-Myeloid	PT-CD45-|PT-CD45-	PT-CD45-|PT-Lymphoid-B	PT-CD45-|PT-Lymphoid-T-NK	PT-CD45-|PT-MAST	PT-CD45-|PT-Myeloid	PT-Lymphoid-B|MT-CD45-	PT-Lymphoid-B|MT-Lymphoid-B	PT-Lymphoid-B|MT-Lymphoid-T-NK	PT-Lymphoid-B|MT-MAST	PT-Lymphoid-B|MT-Myeloid	PT-Lymphoid-B|PT-CD45-	PT-Lymphoid-B|PT-Lymphoid-B	PT-Lymphoid-B|PT-Lymphoid-T-NK	PT-Lymphoid-B|PT-MAST	PT-Lymphoid-B|PT-Myeloid	PT-Lymphoid-T-NK|MT-CD45-	PT-Lymphoid-T-NK|MT-Lymphoid-B	PT-Lymphoid-T-NK|MT-Lymphoid-T-NK	PT-Lymphoid-T-NK|MT-MAST	PT-Lymphoid-T-NK|MT-Myeloid	PT-Lymphoid-T-NK|PT-CD45-	PT-Lymphoid-T-NK|PT-Lymphoid-B	PT-Lymphoid-T-NK|PT-Lymphoid-T-NK	PT-Lymphoid-T-NK|PT-MAST	PT-Lymphoid-T-NK|PT-Myeloid	PT-MAST|MT-CD45-	PT-MAST|MT-Lymphoid-B	PT-MAST|MT-Lymphoid-T-NK	PT-MAST|MT-MAST	PT-MAST|MT-Myeloid	PT-MAST|PT-CD45-	PT-MAST|PT-Lymphoid-B	PT-MAST|PT-Lymphoid-T-NK	PT-MAST|PT-MAST	PT-MAST|PT-Myeloid	PT-Myeloid|MT-CD45-	PT-Myeloid|MT-Lymphoid-B	PT-Myeloid|MT-Lymphoid-T-NK	PT-Myeloid|MT-MAST	PT-Myeloid|MT-Myeloid	PT-Myeloid|PT-CD45-	PT-Myeloid|PT-Lymphoid-B	PT-Myeloid|PT-Lymphoid-T-NK	PT-Myeloid|PT-MAST	PT-Myeloid|PT-Myeloid
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	0.685	0.689	0.736	0.962	0.807	0.784	0.881	0.812	0.764	0.869	0.657	0.662	0.709	0.935	0.78	0.757	0.853	0.784	0.737	0.841	0.644	0.648	0.695	0.921	0.766	0.743	0.84	0.771	0.723	0.828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.679	0.683	0.73	0.956	0.801	0.779	0.875	0.806	0.758	0.863	0.683	0.688	0.735	0.961	0.806	0.783	0.879	0.81	0.763	0.867	0.651	0.656	0.703	0.929	0.774	0.751	0.847	0.778	0.731	0.835	0.654	0.658	0.705	0.931	0.776	0.753	0.85	0.781	0.733	0.838	0.693	0.697	0.744	0.97	0.815	0.792	0.888	0.819	0.772	0.877	0.688	0.692	0.739	0.965	0.81	0.787	0.884	0.815	0.767	0.872
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.046	0.0	0.131	0.155	0.017	0.05	0.064	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	0.08	0.0	0.063	0.0	0.148	0.172	0.034	0.067	0.081	0.177	0.161	0.0	0.144	0.0	0.229	0.253	0.115	0.148	0.162	0.258	0.064	0.0	0.047	0.0	0.132	0.157	0.018	0.052	0.066	0.162	0.879	0.0	0.862	0.0	0.947	0.972	0.833	0.866	0.881	0.977	0.177	0.0	0.16	0.0	0.245	0.27	0.131	0.164	0.179	0.275	0.13	0.0	0.113	0.0	0.198	0.222	0.084	0.117	0.131	0.227	0.218	0.0	0.201	0.0	0.286	0.311	0.172	0.205	0.22	0.316	0.068	0.0	0.051	0.0	0.136	0.161	0.022	0.056	0.07	0.166	0.191	0.0	0.174	0.0	0.259	0.283	0.145	0.178	0.192	0.288	0.185	0.0	0.168	0.0	0.253	0.278	0.139	0.172	0.187	0.283
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ANGPT2	TEK	True	False	True	curated	False	0.078	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.0	0.0	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	EPHB6	EFNB2	True	True	True	curated	False	0.196	0.0	0.013	0.0	0.017	0.134	0.012	0.012	0.066	0.011	0.202	0.0	0.019	0.0	0.023	0.14	0.018	0.018	0.073	0.018	0.208	0.0	0.025	0.0	0.029	0.146	0.024	0.024	0.078	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.0	0.048	0.0	0.052	0.169	0.047	0.047	0.101	0.046	0.215	0.0	0.032	0.0	0.036	0.153	0.031	0.031	0.086	0.031	0.206	0.0	0.023	0.0	0.027	0.144	0.022	0.022	0.077	0.021	0.21	0.0	0.027	0.0	0.031	0.148	0.026	0.026	0.081	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.214	0.0	0.031	0.0	0.035	0.152	0.03	0.03	0.084	0.029
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	curated	False	0.29	0.0	0.107	0.0	0.111	0.228	0.106	0.106	0.161	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203	0.0	0.02	0.0	0.024	0.141	0.019	0.019	0.074	0.018	0.245	0.0	0.062	0.0	0.066	0.183	0.061	0.061	0.116	0.06	0.188	0.0	0.005	0.0	0.009	0.126	0.004	0.004	0.059	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.0	0.014	0.0	0.018	0.135	0.013	0.013	0.068	0.013
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	EPHB6	EFNB1	True	True	False	curated	False	0.192	0.0	0.031	0.66	0.029	0.182	0.018	0.026	0.07	0.036	0.199	0.0	0.037	0.666	0.035	0.189	0.024	0.033	0.076	0.043	0.204	0.0	0.042	0.672	0.041	0.194	0.029	0.038	0.082	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227	0.0	0.066	0.695	0.064	0.218	0.053	0.061	0.105	0.071	0.212	0.0	0.05	0.679	0.048	0.202	0.037	0.045	0.089	0.055	0.203	0.0	0.041	0.67	0.039	0.193	0.028	0.036	0.08	0.046	0.207	0.0	0.045	0.674	0.043	0.197	0.032	0.041	0.084	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.048	0.678	0.047	0.2	0.035	0.044	0.088	0.054
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	0.287	0.0	0.125	0.754	0.123	0.277	0.112	0.121	0.164	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.038	0.667	0.036	0.19	0.025	0.033	0.077	0.043	0.242	0.0	0.08	0.709	0.078	0.232	0.067	0.075	0.119	0.085	0.185	0.0	0.023	0.652	0.021	0.175	0.01	0.019	0.062	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.0	0.032	0.661	0.03	0.184	0.019	0.028	0.071	0.038
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	0.307	0.0	0.145	0.774	0.143	0.297	0.132	0.141	0.184	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.022	0.651	0.021	0.174	0.009	0.018	0.061	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.0	0.034	0.663	0.033	0.186	0.021	0.03	0.074	0.04	0.258	0.0	0.097	0.726	0.095	0.248	0.084	0.092	0.136	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.191	0.0	0.03	0.659	0.028	0.182	0.017	0.025	0.069	0.035
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	curated	False	0.271	0.0	0.109	0.739	0.108	0.261	0.096	0.105	0.149	0.115	0.197	0.0	0.035	0.664	0.033	0.187	0.022	0.031	0.074	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.024	0.653	0.022	0.176	0.011	0.02	0.063	0.03	0.254	0.0	0.092	0.721	0.09	0.244	0.079	0.087	0.131	0.097	0.185	0.0	0.023	0.652	0.021	0.175	0.01	0.019	0.062	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	EPHB1	EFNB1	False	True	False	curated	False	0.192	0.0	0.031	0.66	0.029	0.183	0.018	0.026	0.07	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.025	0.654	0.023	0.177	0.012	0.02	0.064	0.03	0.186	0.0	0.024	0.653	0.022	0.176	0.011	0.02	0.063	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.022	0.652	0.021	0.174	0.01	0.018	0.062	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.0	0.035	0.665	0.034	0.187	0.023	0.031	0.075	0.041
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	curated	False	0.202	0.0	0.041	0.67	0.039	0.193	0.028	0.036	0.08	0.046	0.259	0.0	0.097	0.726	0.095	0.249	0.084	0.093	0.136	0.103	0.286	0.0	0.125	0.754	0.123	0.277	0.112	0.12	0.164	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.241	0.0	0.079	0.709	0.078	0.231	0.066	0.075	0.119	0.085	0.215	0.0	0.053	0.683	0.052	0.205	0.041	0.049	0.093	0.059	0.204	0.0	0.042	0.672	0.041	0.194	0.029	0.038	0.082	0.048	0.239	0.0	0.078	0.707	0.076	0.23	0.065	0.073	0.117	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.0	0.042	0.671	0.04	0.194	0.029	0.038	0.081	0.048
CPI-SS08718E4FB	EPHB6_EFNB3	simple:O15197	simple:Q15768	EPHB6	EFNB3	True	True	True	curated	False	0.01	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	EPHB2	EFNB3	False	True	True	curated	False	0.104	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0
CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	EPHB3	EFNB3	False	True	True	curated	False	0.124	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0
CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	EPHB4	EFNB3	False	True	True	curated	False	0.089	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	EPHB1	EFNB3	False	True	True	curated	False	0.01	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0
CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	EPHA4	EFNB3	False	True	True	curated	False	0.02	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	EFNB2	EPHB4	False	True	True	curated	False	0.275	0.2	0.0	0.0	0.189	0.257	0.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.018	0.0	0.0	0.006	0.074	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.021	0.0	0.0	0.01	0.078	0.01	0.0	0.0	0.0	0.213	0.138	0.0	0.0	0.127	0.195	0.126	0.0	0.0	0.0	0.091	0.016	0.0	0.0	0.005	0.073	0.004	0.0	0.0	0.0	0.091	0.016	0.0	0.0	0.005	0.073	0.004	0.0	0.0	0.0	0.145	0.071	0.0	0.0	0.06	0.128	0.059	0.0	0.0	0.0	0.09	0.016	0.0	0.0	0.005	0.073	0.004	0.0	0.0	0.0
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	0.0	0.0	0.104	0.0	0.107	0.123	0.104	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.019	0.036	0.017	0.019	0.0	0.0	0.0	0.0	0.059	0.0	0.062	0.078	0.059	0.061	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.021	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.014	0.03	0.011	0.013	0.0	0.0
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	0.0	0.0	0.047	0.0	0.049	0.066	0.047	0.049	0.0	0.0	0.0	0.0	0.007	0.0	0.01	0.026	0.007	0.009	0.0	0.0	0.0	0.0	0.045	0.0	0.047	0.064	0.045	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.011	0.027	0.008	0.01	0.0	0.0	0.0	0.0	0.021	0.0	0.023	0.04	0.021	0.023	0.0	0.0	0.0	0.0	0.007	0.0	0.009	0.026	0.007	0.008	0.0	0.0	0.0	0.0	0.035	0.0	0.038	0.054	0.035	0.037	0.0	0.0	0.0	0.0	0.013	0.0	0.016	0.032	0.013	0.015	0.0	0.0	0.0	0.0	0.003	0.0	0.005	0.022	0.003	0.004	0.0	0.0
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	EPHA2	EFNA5	False	True	False	curated	False	0.0	0.0	0.058	0.0	0.061	0.077	0.058	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.005	0.022	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.014	0.031	0.012	0.013	0.0	0.0	0.0	0.0	0.041	0.0	0.043	0.06	0.041	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.02	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.022	0.038	0.019	0.021	0.0	0.0
CPI-SS0BEAB521F	EPHA3_EFNA5	simple:P29320	simple:P52803	EPHA3	EFNA5	True	True	False	curated	False	0.0	0.0	0.024	0.0	0.026	0.043	0.024	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.081	0.097	0.078	0.08	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.022	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	0.31	0.0	0.188	0.0	0.2	0.262	0.0	0.0	0.0	0.195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.005	0.0	0.017	0.079	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.009	0.0	0.021	0.083	0.0	0.0	0.0	0.016	0.248	0.0	0.126	0.0	0.138	0.2	0.0	0.0	0.0	0.133	0.126	0.0	0.004	0.0	0.016	0.078	0.0	0.0	0.0	0.011	0.126	0.0	0.004	0.0	0.016	0.078	0.0	0.0	0.0	0.011	0.181	0.0	0.058	0.0	0.07	0.132	0.0	0.0	0.0	0.065	0.126	0.0	0.003	0.0	0.015	0.077	0.0	0.0	0.0	0.01
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	EFNB2	EPHB1	False	True	True	curated	False	0.196	0.0	0.0	0.0	0.19	0.189	0.0	0.188	0.0	0.201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.007	0.006	0.0	0.005	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.011	0.01	0.0	0.009	0.0	0.022	0.134	0.0	0.0	0.0	0.128	0.127	0.0	0.126	0.0	0.139	0.012	0.0	0.0	0.0	0.006	0.005	0.0	0.004	0.0	0.017	0.012	0.0	0.0	0.0	0.006	0.005	0.0	0.004	0.0	0.017	0.067	0.0	0.0	0.0	0.061	0.06	0.0	0.058	0.0	0.071	0.011	0.0	0.0	0.0	0.005	0.005	0.0	0.003	0.0	0.016
