gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	MT-CD45-	MT-Lymphoid-B	MT-Lymphoid-T-NK	MT-MAST	MT-Myeloid	PT-CD45-	PT-Lymphoid-B	PT-Lymphoid-T-NK	PT-MAST	PT-Myeloid
AMH	P03971	False	MIS_HUMAN		CPI-CS0D4BB4458	0.002	0.0	0.0	0.0	0.01	0.0	0.0	0.001	0.0	0.0
MICB	Q29980	False	MICB_HUMAN		CPI-CS0A9D23000	0.02	0.101	0.094	0.0	0.14	0.046	0.166	0.159	0.0	0.156
MICA	Q29983	False	MICA_HUMAN		CPI-CS06C6E2321	0.181	0.037	0.082	0.0	0.077	0.237	0.075	0.085	0.082	0.112
RAET1L	Q5VY80	False	RET1L_HUMAN		CPI-CS08F4E5D70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007
RAET1G	Q6H3X3	False	RET1G_HUMAN		CPI-CS0A71F2AAD	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
ULBP3	Q9BZM4	False	N2DL3_HUMAN		CPI-CS038376BA2	0.016	0.0	0.002	0.0	0.0	0.001	0.004	0.006	0.0	0.0
ULBP2	Q9BZM5	False	N2DL2_HUMAN		CPI-CS0A269FA16	0.035	0.029	0.069	0.0	0.062	0.051	0.025	0.098	0.025	0.031
ULBP1	Q9BZM6	False	N2DL1_HUMAN		CPI-CS0007697A7	0.002	0.0	0.002	0.0	0.008	0.002	0.0	0.004	0.0	0.009
NODAL	Q96S42	False	NODAL_HUMAN		CPI-CS040AEB4A0	0.007	0.0	0.0	0.0	0.0	0.008	0.002	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS030EDC420	0.0	0.0	0.026	0.0	0.019	0.0	0.002	0.005	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS05C2D0200	0.0	0.022	0.034	0.0	0.016	0.0	0.005	0.006	0.0	0.004
WNT2	P09544	False	WNT2_HUMAN		CPI-SS09FF3A1EA	0.006	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.0	0.0
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0EECD7662	0.003	0.0	0.007	0.0	1.099	0.005	0.0	0.003	0.0	0.645
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0B7BC0E4D	0.0	0.022	0.04	0.0	0.09	0.006	0.045	0.031	0.0	0.024
CCR2	P41597	False	CCR2_HUMAN		CPI-SS093922D5A	0.0	0.022	0.04	0.0	0.09	0.006	0.045	0.031	0.0	0.024
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.0	0.022	0.04	0.0	0.09	0.006	0.045	0.031	0.0	0.024
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0B0AC1603	0.003	0.0	0.001	0.0	0.0	0.039	0.0	0.003	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS08BFF4F9B	0.003	0.0	0.001	0.0	0.0	0.039	0.0	0.003	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.003	0.0	0.001	0.0	0.0	0.039	0.0	0.003	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0C6311D2D	0.003	0.0	0.001	0.0	0.0	0.039	0.0	0.003	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F33890C0	0.003	0.0	0.001	0.0	0.0	0.039	0.0	0.003	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0348B76E5	0.001	0.014	0.027	0.0	0.143	0.005	0.018	0.03	0.0	0.184
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	0.001	0.014	0.027	0.0	0.143	0.005	0.018	0.03	0.0	0.184
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.001	0.014	0.027	0.0	0.143	0.005	0.018	0.03	0.0	0.184
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0817CE2B3	0.001	0.014	0.027	0.0	0.143	0.005	0.018	0.03	0.0	0.184
HRH4	Q9H3N8	False	HRH4_HUMAN		CPI-SS04587A7C5	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0DBFB8BEA	0.004	0.0	0.0	0.0	0.0	0.121	0.0	0.001	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS05B7D3407	0.004	0.0	0.0	0.0	0.0	0.121	0.0	0.001	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS03821C2C6	0.004	0.0	0.0	0.0	0.0	0.121	0.0	0.001	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS052BBD9F9	0.004	0.0	0.0	0.0	0.0	0.121	0.0	0.001	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0911EECCC	0.004	0.0	0.0	0.0	0.0	0.121	0.0	0.001	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0ABF41CAA	0.004	0.0	0.0	0.0	0.0	0.121	0.0	0.001	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS008700E67	0.004	0.0	0.0	0.0	0.0	0.121	0.0	0.001	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS07EC65CED	0.004	0.0	0.0	0.0	0.0	0.121	0.0	0.001	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS08B249DBA	0.031	0.093	0.01	0.0	0.013	0.05	0.592	0.003	0.0	0.018
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.006	0.0	0.002	0.0	0.004	0.009	0.0	0.002	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CB2E8B21	0.006	0.0	0.002	0.0	0.004	0.009	0.0	0.002	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0ECD9BB5E	0.006	0.0	0.002	0.0	0.004	0.009	0.0	0.002	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.006	0.0	0.002	0.0	0.004	0.009	0.0	0.002	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.006	0.0	0.002	0.0	0.004	0.009	0.0	0.002	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.006	0.0	0.002	0.0	0.004	0.009	0.0	0.002	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	0.0	0.0	0.187	0.0	0.055	0.004	0.03	0.286	0.0	0.063
CCR4	P51679	False	CCR4_HUMAN		CPI-SS052B38F1C	0.0	0.0	0.187	0.0	0.055	0.004	0.03	0.286	0.0	0.063
DPP4	P27487	False	DPP4_HUMAN		CPI-SS04641FE5F	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
DPP4	P27487	False	DPP4_HUMAN		CPI-SS006FB5198	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CC738ABC	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F9BBC31B	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAE7ABEF	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0D377BBBF	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	0.128	0.154	0.4	0.0	0.172	0.026	0.176	0.373	0.0	0.226
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09FAC4977	0.128	0.154	0.4	0.0	0.172	0.026	0.176	0.373	0.0	0.226
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.128	0.154	0.4	0.0	0.172	0.026	0.176	0.373	0.0	0.226
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0EFE0B07A	0.128	0.154	0.4	0.0	0.172	0.026	0.176	0.373	0.0	0.226
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0C62E5DD8	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.004	0.0	0.031
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0698C4DC4	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.004	0.0	0.031
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS040630206	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.004	0.0	0.031
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0D04AE221	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.004	0.0	0.031
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS08102DC9E	0.002	0.0	0.009	0.0	0.01	0.006	0.001	0.011	0.0	0.007
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0315F51DD	0.002	0.0	0.009	0.0	0.01	0.006	0.001	0.011	0.0	0.007
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0F562FEA5	0.002	0.0	0.009	0.0	0.01	0.006	0.001	0.011	0.0	0.007
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	0.002	0.0	0.009	0.0	0.01	0.006	0.001	0.011	0.0	0.007
CALCR	P30988	False	CALCR_HUMAN		CPI-SS07CF0C6E7	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS06C0074BD	0.024	0.899	0.492	1.302	0.289	0.024	0.494	0.469	0.05	0.535
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.0	0.0	0.005	0.0	0.0	0.002	0.008	0.027	0.026	0.027
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	0.0	0.555	0.018	0.0	0.017	0.001	0.311	0.048	0.0	0.071
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS0747FCACD	0.034	0.0	0.0	0.0	0.064	0.6	0.008	0.008	0.0	0.164
AVPR1A	P37288	False	V1AR_HUMAN		CPI-SS07835EECF	0.004	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
AVPR1A	P37288	False	V1AR_HUMAN		CPI-SS00399ED03	0.004	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0C8A09915	0.159	0.019	0.047	0.0	0.078	0.082	0.005	0.028	0.029	0.003
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS062DED513	0.159	0.019	0.047	0.0	0.078	0.082	0.005	0.028	0.029	0.003
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS003AFD9BA	0.159	0.019	0.047	0.0	0.078	0.082	0.005	0.028	0.029	0.003
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0EC70F078	0.159	0.019	0.047	0.0	0.078	0.082	0.005	0.028	0.029	0.003
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS05B60E59C	0.021	0.011	0.036	0.0	0.04	0.104	0.006	0.024	0.0	0.044
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS02CCE14A7	0.021	0.011	0.036	0.0	0.04	0.104	0.006	0.024	0.0	0.044
NPY5R	Q15761	False	NPY5R_HUMAN		CPI-SS0445D021B	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
NPY1R	P25929	False	NPY1R_HUMAN		CPI-SS0A9F17199	0.008	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS04A7BCE8D	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.013	0.0	0.006	0.0	0.0	0.055	0.006	0.008	0.0	0.0
SCTR	P47872	False	SCTR_HUMAN		CPI-SS0098B5107	0.002	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
SCTR	P47872	False	SCTR_HUMAN		CPI-SS021F26C73	0.002	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0
MET	P08581	False	MET_HUMAN		CPI-SS0BC7CD11B	0.368	0.0	0.004	0.0	0.0	0.151	0.004	0.0	0.0	0.087
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.39	0.0	0.002	0.0	0.595	0.829	0.02	0.003	0.0	0.371
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.39	0.0	0.002	0.0	0.595	0.829	0.02	0.003	0.0	0.371
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.39	0.0	0.002	0.0	0.595	0.829	0.02	0.003	0.0	0.371
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0984C2931	0.39	0.0	0.002	0.0	0.595	0.829	0.02	0.003	0.0	0.371
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	0.355	0.881	0.821	1.302	0.647	0.656	0.844	0.776	0.848	0.701
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	0.355	0.881	0.821	1.302	0.647	0.656	0.844	0.776	0.848	0.701
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.768	0.104	0.002	0.0	0.008	0.597	0.051	0.021	0.049	0.007
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	0.768	0.104	0.002	0.0	0.008	0.597	0.051	0.021	0.049	0.007
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	0.768	0.104	0.002	0.0	0.008	0.597	0.051	0.021	0.049	0.007
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.556	0.284	0.336	1.639	0.309	0.535	0.516	0.31	0.789	0.349
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.006	0.0	0.0	0.0	0.091	0.142	0.0	0.001	0.0	0.011
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.0	0.026	0.091	0.0	0.611	0.011	0.058	0.256	0.861	0.672
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.467	0.226	0.475	0.0	0.873	0.204	0.128	0.463	0.612	0.26
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.467	0.226	0.475	0.0	0.873	0.204	0.128	0.463	0.612	0.26
SORL1	Q92673	False	SORL_HUMAN		CPI-SS0D3C90DDA	0.467	0.226	0.475	0.0	0.873	0.204	0.128	0.463	0.612	0.26
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.05	0.0	0.001	0.0	0.076	0.561	0.003	0.009	0.0	0.12
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.192	0.011	0.01	0.0	0.008	0.783	0.01	0.007	0.0	0.01
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.005	0.012	0.0	0.0	0.0	0.776	0.005	0.001	0.0	0.016
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.005	0.012	0.0	0.0	0.0	0.776	0.005	0.001	0.0	0.016
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.022	0.0	0.001	0.0	0.0	0.005	0.0	0.001	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS023ABAE18	0.022	0.0	0.001	0.0	0.0	0.005	0.0	0.001	0.0	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS048604E28	0.002	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0193C3064	0.002	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0D782F60B	0.002	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS080C0EEB8	0.022	0.0	0.001	0.0	0.097	0.15	0.0	0.001	0.031	0.087
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.022	0.0	0.001	0.0	0.097	0.15	0.0	0.001	0.031	0.087
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0DC5ADBF1	0.022	0.0	0.001	0.0	0.097	0.15	0.0	0.001	0.031	0.087
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0CA020C34	0.022	0.0	0.001	0.0	0.097	0.15	0.0	0.001	0.031	0.087
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E4DE8215	0.022	0.0	0.001	0.0	0.097	0.15	0.0	0.001	0.031	0.087
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E7523314	0.022	0.0	0.001	0.0	0.097	0.15	0.0	0.001	0.031	0.087
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0D81C6C1D	0.022	0.0	0.001	0.0	0.097	0.15	0.0	0.001	0.031	0.087
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0261EA048	0.007	0.0	0.0	0.0	0.013	0.038	0.003	0.0	0.031	0.04
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.007	0.0	0.0	0.0	0.013	0.038	0.003	0.0	0.031	0.04
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02C418D99	0.007	0.0	0.0	0.0	0.013	0.038	0.003	0.0	0.031	0.04
SLAMF1	Q13291	False	SLAF1_HUMAN		CPI-SS0097929A7	0.006	0.241	0.315	0.0	0.102	0.032	0.253	0.531	0.434	0.594
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0E32BEF02	0.286	0.0	0.002	0.0	0.021	0.091	0.003	0.002	0.0	0.022
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS05550A895	0.286	0.0	0.002	0.0	0.021	0.091	0.003	0.002	0.0	0.022
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.104	0.0	0.0	0.0	0.004	0.777	0.001	0.003	0.0	0.024
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.104	0.0	0.0	0.0	0.004	0.777	0.001	0.003	0.0	0.024
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.029	0.017	0.01	0.0	0.0	0.143	0.003	0.004	0.049	0.0
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS00A6240B6	0.029	0.017	0.01	0.0	0.0	0.143	0.003	0.004	0.049	0.0
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.034	0.038	0.011	0.0	0.016	0.018	0.082	0.02	0.0	0.019
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.034	0.038	0.011	0.0	0.016	0.018	0.082	0.02	0.0	0.019
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0F26BB901	0.034	0.038	0.011	0.0	0.016	0.018	0.082	0.02	0.0	0.019
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.007	0.0	0.0	0.0	0.0	0.074	0.006	0.0	0.0	0.007
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.446	0.11	0.251	1.302	0.308	0.473	0.131	0.236	0.929	0.187
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.446	0.11	0.251	1.302	0.308	0.473	0.131	0.236	0.929	0.187
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.446	0.11	0.251	1.302	0.308	0.473	0.131	0.236	0.929	0.187
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.446	0.11	0.251	1.302	0.308	0.473	0.131	0.236	0.929	0.187
FCRL4	Q96PJ5	False	FCRL4_HUMAN		CPI-SS01F908B16	0.0	0.032	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS0E0BCE16F	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.005	0.0	0.045	0.0	0.04	0.325	0.012	0.051	0.0	0.021
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.008	0.0	0.0	0.0	0.0	0.205	0.002	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.006	0.0	0.008	0.0	0.0	0.022	0.001	0.002	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.006	0.0	0.008	0.0	0.0	0.022	0.001	0.002	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.006	0.0	0.008	0.0	0.0	0.022	0.001	0.002	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.006	0.0	0.008	0.0	0.0	0.022	0.001	0.002	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS07A0F4D73	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS01D785DBA	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.009	0.0	0.0	0.0	0.005	0.007	0.0	0.001	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.038	0.151	0.206	0.0	0.115	0.064	0.042	0.112	0.0	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.038	0.151	0.206	0.0	0.115	0.064	0.042	0.112	0.0	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.038	0.151	0.206	0.0	0.115	0.064	0.042	0.112	0.0	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.038	0.151	0.206	0.0	0.115	0.064	0.042	0.112	0.0	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.038	0.151	0.206	0.0	0.115	0.064	0.042	0.112	0.0	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.038	0.151	0.206	0.0	0.115	0.064	0.042	0.112	0.0	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.038	0.151	0.206	0.0	0.115	0.064	0.042	0.112	0.0	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.038	0.151	0.206	0.0	0.115	0.064	0.042	0.112	0.0	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.038	0.151	0.206	0.0	0.115	0.064	0.042	0.112	0.0	0.041
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.108	1.672	0.377	1.941	1.294	0.177	0.894	0.507	1.766	1.599
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.919	0.0	0.005	0.0	0.013	0.172	0.002	0.0	0.0	0.006
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.919	0.0	0.005	0.0	0.013	0.172	0.002	0.0	0.0	0.006
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.113	0.172	0.115	0.0	0.274	0.182	0.116	0.136	0.136	0.203
CD36	P16671	False	CD36_HUMAN		CPI-SS0EB136379	0.024	0.0	0.001	0.0	0.355	0.022	0.0	0.0	0.023	0.191
RYK	P34925	False	RYK_HUMAN		CPI-SS0D8972B21	0.147	0.083	0.047	0.0	0.078	0.239	0.067	0.074	0.147	0.071
SMO	Q99835	False	SMO_HUMAN		CPI-SS0A69F13A3	0.013	0.0	0.0	0.0	0.0	0.07	0.003	0.0	0.0	0.007
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.013	0.0	0.0	0.0	0.0	0.07	0.003	0.0	0.0	0.007
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0C2561156	0.086	0.0	0.0	0.0	0.01	0.193	0.0	0.0	0.0	0.014
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0B8083B44	0.086	0.0	0.0	0.0	0.01	0.193	0.0	0.0	0.0	0.014
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.086	0.0	0.0	0.0	0.01	0.193	0.0	0.0	0.0	0.014
FZD10	Q9ULW2	False	FZD10_HUMAN		CPI-SS0A683CBC1	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.131	0.225	0.116	1.941	0.536	0.342	0.196	0.135	0.371	0.51
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.131	0.225	0.116	1.941	0.536	0.342	0.196	0.135	0.371	0.51
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.049	0.0	0.003	0.0	0.077	0.124	0.027	0.004	0.047	0.104
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.049	0.0	0.003	0.0	0.077	0.124	0.027	0.004	0.047	0.104
